sample	unit	platform	cram
3278624_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3278624_23163_0_0.cram
3280107_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3280107_23163_0_0.cram
3283974_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3283974_23163_0_0.cram
3297978_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3297978_23163_0_0.cram
3303609_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3303609_23163_0_0.cram
3304016_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3304016_23163_0_0.cram
3312008_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3312008_23163_0_0.cram
3314136_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3314136_23163_0_0.cram
3314637_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3314637_23163_0_0.cram
3327779_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3327779_23163_0_0.cram
3328693_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3328693_23163_0_0.cram
3329698_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3329698_23163_0_0.cram
3331193_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3331193_23163_0_0.cram
3332672_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3332672_23163_0_0.cram
3333608_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3333608_23163_0_0.cram
3341553_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3341553_23163_0_0.cram
3343028_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3343028_23163_0_0.cram
3353809_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3353809_23163_0_0.cram
3356456_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3356456_23163_0_0.cram
3357337_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3357337_23163_0_0.cram
3361450_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3361450_23163_0_0.cram
3366113_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3366113_23163_0_0.cram
3366499_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3366499_23163_0_0.cram
3369609_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3369609_23163_0_0.cram
3370191_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3370191_23163_0_0.cram
3372709_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3372709_23163_0_0.cram
3389002_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3389002_23163_0_0.cram
3391216_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3391216_23163_0_0.cram
3392164_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3392164_23163_0_0.cram
3402373_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3402373_23163_0_0.cram
3415861_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3415861_23163_0_0.cram
3425972_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3425972_23163_0_0.cram
3439186_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3439186_23163_0_0.cram
3439663_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3439663_23163_0_0.cram
3453107_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3453107_23163_0_0.cram
3456986_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3456986_23163_0_0.cram
3465318_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3465318_23163_0_0.cram
3478435_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3478435_23163_0_0.cram
3487000_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3487000_23163_0_0.cram
3487876_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3487876_23163_0_0.cram
3488898_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3488898_23163_0_0.cram
3504145_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3504145_23163_0_0.cram
3509203_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3509203_23163_0_0.cram
3513992_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3513992_23163_0_0.cram
3515818_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3515818_23163_0_0.cram
3519941_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3519941_23163_0_0.cram
3525869_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3525869_23163_0_0.cram
3527766_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3527766_23163_0_0.cram
3531271_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3531271_23163_0_0.cram
3534289_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3534289_23163_0_0.cram
3536628_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3536628_23163_0_0.cram
3543052_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3543052_23163_0_0.cram
3544292_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3544292_23163_0_0.cram
3545750_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3545750_23163_0_0.cram
3550281_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3550281_23163_0_0.cram
3556241_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3556241_23163_0_0.cram
3557414_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3557414_23163_0_0.cram
3559588_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3559588_23163_0_0.cram
3569254_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3569254_23163_0_0.cram
3576366_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3576366_23163_0_0.cram
3577662_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3577662_23163_0_0.cram
3579319_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3579319_23163_0_0.cram
3581043_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3581043_23163_0_0.cram
3582809_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3582809_23163_0_0.cram
3583924_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3583924_23163_0_0.cram
3586416_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3586416_23163_0_0.cram
3588052_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3588052_23163_0_0.cram
3589583_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3589583_23163_0_0.cram
3595060_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3595060_23163_0_0.cram
3596252_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3596252_23163_0_0.cram
3601657_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3601657_23163_0_0.cram
3602582_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3602582_23163_0_0.cram
3604518_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3604518_23163_0_0.cram
3619591_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3619591_23163_0_0.cram
3633379_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3633379_23163_0_0.cram
3638590_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3638590_23163_0_0.cram
3643489_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3643489_23163_0_0.cram
3650322_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3650322_23163_0_0.cram
3656318_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3656318_23163_0_0.cram
3667073_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3667073_23163_0_0.cram
3678501_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3678501_23163_0_0.cram
3679308_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3679308_23163_0_0.cram
3680957_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3680957_23163_0_0.cram
3687093_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3687093_23163_0_0.cram
3691619_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3691619_23163_0_0.cram
3699396_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3699396_23163_0_0.cram
3704289_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3704289_23163_0_0.cram
3709643_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3709643_23163_0_0.cram
3721568_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3721568_23163_0_0.cram
3726643_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3726643_23163_0_0.cram
3742097_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3742097_23163_0_0.cram
3752908_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3752908_23163_0_0.cram
3753739_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3753739_23163_0_0.cram
3757322_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3757322_23163_0_0.cram
3765131_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3765131_23163_0_0.cram
3768836_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3768836_23163_0_0.cram
3776237_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3776237_23163_0_0.cram
3777564_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3777564_23163_0_0.cram
3780093_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3780093_23163_0_0.cram
3784866_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3784866_23163_0_0.cram
3784961_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3784961_23163_0_0.cram
3790192_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3790192_23163_0_0.cram
3803661_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3803661_23163_0_0.cram
3818214_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3818214_23163_0_0.cram
3824822_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3824822_23163_0_0.cram
3825312_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3825312_23163_0_0.cram
3831510_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3831510_23163_0_0.cram
3834876_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3834876_23163_0_0.cram
3851462_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3851462_23163_0_0.cram
3860141_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3860141_23163_0_0.cram
3868107_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3868107_23163_0_0.cram
3868955_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3868955_23163_0_0.cram
3870750_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3870750_23163_0_0.cram
3872075_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3872075_23163_0_0.cram
3882577_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3882577_23163_0_0.cram
3885832_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3885832_23163_0_0.cram
3888430_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3888430_23163_0_0.cram
3888908_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3888908_23163_0_0.cram
3896577_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3896577_23163_0_0.cram
3899812_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3899812_23163_0_0.cram
3900033_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3900033_23163_0_0.cram
3902908_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3902908_23163_0_0.cram
3910785_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3910785_23163_0_0.cram
3913779_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3913779_23163_0_0.cram
3920150_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3920150_23163_0_0.cram
3922627_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3922627_23163_0_0.cram
3927687_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3927687_23163_0_0.cram
3948034_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3948034_23163_0_0.cram
3957328_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3957328_23163_0_0.cram
3969448_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3969448_23163_0_0.cram
3970048_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3970048_23163_0_0.cram
3971486_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3971486_23163_0_0.cram
3975840_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3975840_23163_0_0.cram
3987076_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3987076_23163_0_0.cram
3990541_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3990541_23163_0_0.cram
4002971_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4002971_23163_0_0.cram
4010180_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4010180_23163_0_0.cram
4020341_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4020341_23163_0_0.cram
4026692_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4026692_23163_0_0.cram
4032057_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4032057_23163_0_0.cram
4034806_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4034806_23163_0_0.cram
4034978_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4034978_23163_0_0.cram
4044078_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4044078_23163_0_0.cram
4049475_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4049475_23163_0_0.cram
4055930_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4055930_23163_0_0.cram
4056224_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4056224_23163_0_0.cram
4060409_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4060409_23163_0_0.cram
4063460_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4063460_23163_0_0.cram
4067077_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4067077_23163_0_0.cram
4067476_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4067476_23163_0_0.cram
4078627_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4078627_23163_0_0.cram
4082525_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4082525_23163_0_0.cram
4089076_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4089076_23163_0_0.cram
4093330_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4093330_23163_0_0.cram
4095391_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4095391_23163_0_0.cram
4102084_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4102084_23163_0_0.cram
4110457_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4110457_23163_0_0.cram
4111533_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4111533_23163_0_0.cram
4111565_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4111565_23163_0_0.cram
4120590_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4120590_23163_0_0.cram
4131961_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4131961_23163_0_0.cram
4149543_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4149543_23163_0_0.cram
4150330_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4150330_23163_0_0.cram
4159530_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4159530_23163_0_0.cram
4170820_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4170820_23163_0_0.cram
4175217_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4175217_23163_0_0.cram
4177859_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4177859_23163_0_0.cram
4197572_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4197572_23163_0_0.cram
4198644_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4198644_23163_0_0.cram
4202591_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4202591_23163_0_0.cram
4206190_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4206190_23163_0_0.cram
4207293_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4207293_23163_0_0.cram
4209394_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4209394_23163_0_0.cram
4219087_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4219087_23163_0_0.cram
4219245_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4219245_23163_0_0.cram
4220708_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4220708_23163_0_0.cram
4224645_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4224645_23163_0_0.cram
4229348_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4229348_23163_0_0.cram
4229469_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4229469_23163_0_0.cram
4229886_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4229886_23163_0_0.cram
4238468_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4238468_23163_0_0.cram
4244474_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4244474_23163_0_0.cram
4248317_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4248317_23163_0_0.cram
4250761_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4250761_23163_0_0.cram
4256334_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4256334_23163_0_0.cram
4261308_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4261308_23163_0_0.cram
4262499_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4262499_23163_0_0.cram
4263219_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4263219_23163_0_0.cram
4268535_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4268535_23163_0_0.cram
4271286_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4271286_23163_0_0.cram
4277733_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4277733_23163_0_0.cram
4279043_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4279043_23163_0_0.cram
4279265_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4279265_23163_0_0.cram
4292573_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4292573_23163_0_0.cram
4306859_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4306859_23163_0_0.cram
4316109_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4316109_23163_0_0.cram
4318134_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4318134_23163_0_0.cram
4324710_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4324710_23163_0_0.cram
4325076_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4325076_23163_0_0.cram
4327285_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4327285_23163_0_0.cram
4329500_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4329500_23163_0_0.cram
4331110_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4331110_23163_0_0.cram
4334512_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4334512_23163_0_0.cram
4334920_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4334920_23163_0_0.cram
4344513_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4344513_23163_0_0.cram
4349906_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4349906_23163_0_0.cram
4355631_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4355631_23163_0_0.cram
4356702_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4356702_23163_0_0.cram
4368295_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4368295_23163_0_0.cram
4371974_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4371974_23163_0_0.cram
4374314_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4374314_23163_0_0.cram
4376430_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4376430_23163_0_0.cram
4378577_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4378577_23163_0_0.cram
4381358_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4381358_23163_0_0.cram
4393604_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4393604_23163_0_0.cram
4395752_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4395752_23163_0_0.cram
4399816_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4399816_23163_0_0.cram
4401455_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4401455_23163_0_0.cram
4406306_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4406306_23163_0_0.cram
4416518_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4416518_23163_0_0.cram
4418447_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4418447_23163_0_0.cram
4429781_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4429781_23163_0_0.cram
4438534_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4438534_23163_0_0.cram
4446855_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4446855_23163_0_0.cram
4449821_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4449821_23163_0_0.cram
4451454_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4451454_23163_0_0.cram
4452760_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4452760_23163_0_0.cram
4461545_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4461545_23163_0_0.cram
4462143_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4462143_23163_0_0.cram
4462518_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4462518_23163_0_0.cram
4472154_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4472154_23163_0_0.cram
4481228_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4481228_23163_0_0.cram
4490835_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4490835_23163_0_0.cram
4493971_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4493971_23163_0_0.cram
4525035_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4525035_23163_0_0.cram
4526596_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4526596_23163_0_0.cram
4529608_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/4529608_23163_0_0.cram
