sample	unit	platform	cram
2110299_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2110299_23163_0_0.cram
2113046_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2113046_23163_0_0.cram
2116146_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2116146_23163_0_0.cram
2117939_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2117939_23163_0_0.cram
2126626_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2126626_23163_0_0.cram
2132166_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2132166_23163_0_0.cram
2134551_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2134551_23163_0_0.cram
2142197_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2142197_23163_0_0.cram
2149078_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2149078_23163_0_0.cram
2152155_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2152155_23163_0_0.cram
2152253_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2152253_23163_0_0.cram
2153194_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2153194_23163_0_0.cram
2159890_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2159890_23163_0_0.cram
2160256_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2160256_23163_0_0.cram
2165493_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2165493_23163_0_0.cram
2166240_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2166240_23163_0_0.cram
2172842_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2172842_23163_0_0.cram
2174398_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2174398_23163_0_0.cram
2180749_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2180749_23163_0_0.cram
2183202_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2183202_23163_0_0.cram
2187692_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2187692_23163_0_0.cram
2187762_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2187762_23163_0_0.cram
2189432_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2189432_23163_0_0.cram
2193049_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2193049_23163_0_0.cram
2199830_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2199830_23163_0_0.cram
2200495_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2200495_23163_0_0.cram
2206369_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2206369_23163_0_0.cram
2206509_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2206509_23163_0_0.cram
2213431_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2213431_23163_0_0.cram
2215259_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2215259_23163_0_0.cram
2222140_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2222140_23163_0_0.cram
2222797_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2222797_23163_0_0.cram
2223597_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2223597_23163_0_0.cram
2225663_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2225663_23163_0_0.cram
2227935_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2227935_23163_0_0.cram
2230282_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2230282_23163_0_0.cram
2236323_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2236323_23163_0_0.cram
2239167_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2239167_23163_0_0.cram
2243875_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2243875_23163_0_0.cram
2249775_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2249775_23163_0_0.cram
2279705_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2279705_23163_0_0.cram
2280657_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2280657_23163_0_0.cram
2314212_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2314212_23163_0_0.cram
2314662_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2314662_23163_0_0.cram
2317968_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2317968_23163_0_0.cram
2321033_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2321033_23163_0_0.cram
2323101_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2323101_23163_0_0.cram
2323932_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2323932_23163_0_0.cram
2325564_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2325564_23163_0_0.cram
2329197_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2329197_23163_0_0.cram
2334245_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2334245_23163_0_0.cram
2334663_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2334663_23163_0_0.cram
2342616_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2342616_23163_0_0.cram
2342827_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2342827_23163_0_0.cram
2351091_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2351091_23163_0_0.cram
2355338_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2355338_23163_0_0.cram
2356313_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2356313_23163_0_0.cram
2360803_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2360803_23163_0_0.cram
2364633_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2364633_23163_0_0.cram
2380503_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2380503_23163_0_0.cram
2384775_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2384775_23163_0_0.cram
2386164_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2386164_23163_0_0.cram
2392725_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2392725_23163_0_0.cram
2392783_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2392783_23163_0_0.cram
2394669_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2394669_23163_0_0.cram
2401851_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2401851_23163_0_0.cram
2402797_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2402797_23163_0_0.cram
2424944_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2424944_23163_0_0.cram
2427036_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2427036_23163_0_0.cram
2429164_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2429164_23163_0_0.cram
2431674_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2431674_23163_0_0.cram
2440020_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2440020_23163_0_0.cram
2440183_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2440183_23163_0_0.cram
2447555_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2447555_23163_0_0.cram
2452299_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2452299_23163_0_0.cram
2460073_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2460073_23163_0_0.cram
2464302_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2464302_23163_0_0.cram
2468437_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2468437_23163_0_0.cram
2471825_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2471825_23163_0_0.cram
2473137_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2473137_23163_0_0.cram
2480304_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2480304_23163_0_0.cram
2481276_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2481276_23163_0_0.cram
2492152_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2492152_23163_0_0.cram
2492467_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2492467_23163_0_0.cram
2500801_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2500801_23163_0_0.cram
2503778_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2503778_23163_0_0.cram
2504117_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2504117_23163_0_0.cram
2514948_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2514948_23163_0_0.cram
2526116_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2526116_23163_0_0.cram
2531729_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2531729_23163_0_0.cram
2543185_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2543185_23163_0_0.cram
2569188_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2569188_23163_0_0.cram
2570924_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2570924_23163_0_0.cram
2574760_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2574760_23163_0_0.cram
2580806_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2580806_23163_0_0.cram
2581152_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2581152_23163_0_0.cram
2583507_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2583507_23163_0_0.cram
2586586_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2586586_23163_0_0.cram
2587578_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2587578_23163_0_0.cram
2587771_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2587771_23163_0_0.cram
2588123_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2588123_23163_0_0.cram
2588130_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2588130_23163_0_0.cram
2617257_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2617257_23163_0_0.cram
2620402_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2620402_23163_0_0.cram
2622181_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2622181_23163_0_0.cram
2623697_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2623697_23163_0_0.cram
2631089_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2631089_23163_0_0.cram
2632928_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2632928_23163_0_0.cram
2643391_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2643391_23163_0_0.cram
2643696_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2643696_23163_0_0.cram
2653324_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2653324_23163_0_0.cram
2657808_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2657808_23163_0_0.cram
2664406_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2664406_23163_0_0.cram
2668502_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2668502_23163_0_0.cram
2669142_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2669142_23163_0_0.cram
2669178_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2669178_23163_0_0.cram
2670256_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2670256_23163_0_0.cram
2671565_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2671565_23163_0_0.cram
2678536_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2678536_23163_0_0.cram
2683343_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2683343_23163_0_0.cram
2699465_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2699465_23163_0_0.cram
2704392_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2704392_23163_0_0.cram
2715048_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2715048_23163_0_0.cram
2718683_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2718683_23163_0_0.cram
2720320_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2720320_23163_0_0.cram
2720656_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2720656_23163_0_0.cram
2722806_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2722806_23163_0_0.cram
2729331_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2729331_23163_0_0.cram
2733412_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2733412_23163_0_0.cram
2735239_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2735239_23163_0_0.cram
2769174_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2769174_23163_0_0.cram
2770789_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2770789_23163_0_0.cram
2772292_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2772292_23163_0_0.cram
2772715_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2772715_23163_0_0.cram
2776960_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2776960_23163_0_0.cram
2777921_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2777921_23163_0_0.cram
2778040_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2778040_23163_0_0.cram
2780097_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2780097_23163_0_0.cram
2790384_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2790384_23163_0_0.cram
2798229_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2798229_23163_0_0.cram
2809893_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2809893_23163_0_0.cram
2819281_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2819281_23163_0_0.cram
2821805_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2821805_23163_0_0.cram
2824929_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2824929_23163_0_0.cram
2837714_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2837714_23163_0_0.cram
2838891_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2838891_23163_0_0.cram
2845558_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2845558_23163_0_0.cram
2873004_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2873004_23163_0_0.cram
2873354_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2873354_23163_0_0.cram
2876254_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2876254_23163_0_0.cram
2877040_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2877040_23163_0_0.cram
2879270_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2879270_23163_0_0.cram
2881569_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2881569_23163_0_0.cram
2884078_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2884078_23163_0_0.cram
2897253_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2897253_23163_0_0.cram
2897400_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2897400_23163_0_0.cram
2923523_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2923523_23163_0_0.cram
2924113_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2924113_23163_0_0.cram
2947942_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2947942_23163_0_0.cram
2947978_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2947978_23163_0_0.cram
2952775_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2952775_23163_0_0.cram
2954236_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2954236_23163_0_0.cram
2976180_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2976180_23163_0_0.cram
2981263_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2981263_23163_0_0.cram
2981350_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2981350_23163_0_0.cram
2982094_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2982094_23163_0_0.cram
2983287_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2983287_23163_0_0.cram
2989601_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2989601_23163_0_0.cram
2989858_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2989858_23163_0_0.cram
2990321_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2990321_23163_0_0.cram
2991353_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2991353_23163_0_0.cram
2994731_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/2994731_23163_0_0.cram
3002464_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3002464_23163_0_0.cram
3004899_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3004899_23163_0_0.cram
3005923_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3005923_23163_0_0.cram
3012681_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3012681_23163_0_0.cram
3013857_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3013857_23163_0_0.cram
3014276_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3014276_23163_0_0.cram
3022268_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3022268_23163_0_0.cram
3038814_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3038814_23163_0_0.cram
3040729_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3040729_23163_0_0.cram
3048373_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3048373_23163_0_0.cram
3049850_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3049850_23163_0_0.cram
3055825_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3055825_23163_0_0.cram
3057428_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3057428_23163_0_0.cram
3057653_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3057653_23163_0_0.cram
3059262_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3059262_23163_0_0.cram
3065459_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3065459_23163_0_0.cram
3066717_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3066717_23163_0_0.cram
3073891_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3073891_23163_0_0.cram
3076088_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3076088_23163_0_0.cram
3078866_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3078866_23163_0_0.cram
3083058_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3083058_23163_0_0.cram
3086407_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3086407_23163_0_0.cram
3101594_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3101594_23163_0_0.cram
3107278_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3107278_23163_0_0.cram
3108629_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3108629_23163_0_0.cram
3109019_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3109019_23163_0_0.cram
3112483_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3112483_23163_0_0.cram
3113120_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3113120_23163_0_0.cram
3117994_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3117994_23163_0_0.cram
3120913_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3120913_23163_0_0.cram
3131651_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3131651_23163_0_0.cram
3133623_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3133623_23163_0_0.cram
3136675_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3136675_23163_0_0.cram
3138267_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3138267_23163_0_0.cram
3148352_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3148352_23163_0_0.cram
3148558_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3148558_23163_0_0.cram
3148841_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3148841_23163_0_0.cram
3149965_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3149965_23163_0_0.cram
3151998_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3151998_23163_0_0.cram
3156839_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3156839_23163_0_0.cram
3157825_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3157825_23163_0_0.cram
3158924_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3158924_23163_0_0.cram
3159613_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3159613_23163_0_0.cram
3167473_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3167473_23163_0_0.cram
3167858_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3167858_23163_0_0.cram
3169899_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3169899_23163_0_0.cram
3175745_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3175745_23163_0_0.cram
3191369_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3191369_23163_0_0.cram
3223956_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3223956_23163_0_0.cram
3226353_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3226353_23163_0_0.cram
3226717_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3226717_23163_0_0.cram
3227629_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3227629_23163_0_0.cram
3229298_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3229298_23163_0_0.cram
3230458_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3230458_23163_0_0.cram
3239629_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3239629_23163_0_0.cram
3240828_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3240828_23163_0_0.cram
3241170_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3241170_23163_0_0.cram
3249439_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3249439_23163_0_0.cram
3252455_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3252455_23163_0_0.cram
3252478_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3252478_23163_0_0.cram
3254857_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3254857_23163_0_0.cram
3256814_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3256814_23163_0_0.cram
3263087_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3263087_23163_0_0.cram
3273037_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3273037_23163_0_0.cram
3275725_23163_0_0	1	ILLUMINA	/scratch/PI/rbaltman/ukbiobank/aa/3275725_23163_0_0.cram
